거래일,품목 및 품명,등급,평균가,전일평균,등락,거래단위,최저가,최고가,전일대비(%),전7일평균,전7일대비(%),시장구분,구분
20210927,당근,상,34448,0,34448,20 kg상자,32000,37500,0,33518,34448,가락시장,co
20210927,당근,보통,27171,0,27171,20 kg상자,21500,32000,0,27799,27171,가락시장,co
20210927,당근,하,15742,0,15742,20 kg상자,12000,21500,0,18611,15742,가락시장,co
20210927,포도 샤인머스켓,특,26891,0,26891,2 kg상자,24000,32000,0,31898,26891,가락시장,co
20210927,포도 샤인머스켓,상,20327,0,20327,2 kg상자,18000,24000,0,23681,20327,가락시장,co
20210927,포도 샤인머스켓,보통,16367,0,16367,2 kg상자,14000,18000,0,18343,16367,가락시장,co
20210927,포도 샤인머스켓,하,12111,0,12111,2 kg상자,3500,14000,0,12612,12111,가락시장,co
20210927,활 방어(자연),대,8592,0,8592,1 kg,8000,9000,0,8350,8592,가락시장,co
20210927,활 방어(자연),중,5035,0,5035,1 kg,1600,8000,0,8350,5035,가락시장,co
20210927,활 방어(자연),소,1500,0,1500,1 kg,1500,1500,0,7512,1500,가락시장,co
20210927,깻잎,상,19639,0,19639,2 kg상자,18000,22500,0,30502,19639,양곡시장,co
20210927,깻잎,보통,15789,0,15789,2 kg상자,13000,18000,0,24683,15789,양곡시장,co
20210927,깻잎,하,11569,0,11569,2 kg상자,10000,13000,0,19275,11569,양곡시장,co
20210927,깻잎,상,19000,0,19000,3 kg상자,17600,22500,0,32861,19000,양곡시장,co
20210927,깻잎,보통,16645,0,16645,3 kg상자,15500,17600,0,28382,16645,양곡시장,co
20210927,깻잎,하,14005,0,14005,3 kg상자,7500,15500,0,23258,14005,양곡시장,co
20210927,메론 머스크,특,32000,0,32000,8 kg상자,32000,32000,0,37000,32000,양곡시장,co
20210927,메론 머스크,상,29500,0,29500,8 kg상자,27000,32000,0,35181,29500,양곡시장,co
20210927,메론 머스크,보통,22194,0,22194,8 kg상자,13500,27000,0,16927,22194,양곡시장,co
20210927,메론 머스크,하,11774,0,11774,8 kg상자,11000,13500,0,12147,11774,양곡시장,co
20210928,깻잎,상,35331,0,35331,100 속,31500,45500,0,25403,35331,가락시장,co
20210928,깻잎,보통,27532,0,27532,100 속,22500,31500,0,17839,27532,가락시장,co
20210928,깻잎,하,15844,0,15844,100 속,3500,22500,0,10249,15844,가락시장,co
20210928,메론 머스크,특,7000,0,7000,5 kg상자,7000,7000,0,7000,7000,가락시장,co
20210928,메론 머스크,상,6865,0,6865,5 kg상자,6000,7000,0,6865,6865,가락시장,co
20210928,메론 머스크,보통,5460,0,5460,5 kg상자,5000,6000,0,5460,5460,가락시장,co
20210928,메론 머스크,하,4643,0,4643,5 kg상자,4000,5000,0,4643,4643,가락시장,co
20210928,메론 머스크,특,39112,0,39112,8 kg상자,36000,43000,0,44952,39112,가락시장,co
20210928,메론 머스크,상,32367,0,32367,8 kg상자,30000,36000,0,37915,32367,가락시장,co
20210928,메론 머스크,보통,24672,0,24672,8 kg상자,19000,30000,0,29963,24672,가락시장,co
20210928,메론 머스크,하,13698,0,13698,8 kg상자,5000,19000,0,16427,13698,가락시장,co
20210928,당근,특,31203,0,31203,20 kg상자,31000,31500,0,37701,31203,가락시장,co
20210928,당근,상,27427,0,27427,20 kg상자,25000,31000,0,33828,27427,가락시장,co
20210928,당근,보통,22048,0,22048,20 kg상자,18500,25000,0,27590,22048,가락시장,co
20210928,당근,하,13857,0,13857,20 kg상자,10500,18500,0,17655,13857,가락시장,co
20210928,포도 샤인머스켓,특,26489,0,26489,2 kg상자,23000,36000,0,30229,26489,가락시장,co
20210928,포도 샤인머스켓,상,19286,0,19286,2 kg상자,17000,23000,0,22563,19286,가락시장,co
20210928,포도 샤인머스켓,보통,15567,0,15567,2 kg상자,14000,17000,0,17684,15567,가락시장,co
20210928,포도 샤인머스켓,하,11973,0,11973,2 kg상자,6000,14000,0,12445,11973,가락시장,co
20210928,활 방어(자연),대,8154,0,8154,1 kg,5500,9000,0,8431,8154,가락시장,co
20210928,활 방어(자연),중,3942,0,3942,1 kg,2200,5500,0,7245,3942,가락시장,co
20210928,활 방어(자연),소,1880,0,1880,1 kg,1000,2200,0,5508,1880,가락시장,co
20210928,깻잎,상,20558,0,20558,2 kg상자,19000,22500,0,24118,20558,양곡시장,co
20210928,깻잎,보통,17500,0,17500,2 kg상자,16500,19000,0,18991,17500,양곡시장,co
20210928,깻잎,하,15385,0,15385,2 kg상자,12500,16500,0,13939,15385,양곡시장,co
20210928,깻잎,상,18856,0,18856,3 kg상자,18000,20000,0,20835,18856,양곡시장,co
20210928,깻잎,보통,16432,0,16432,3 kg상자,15200,18000,0,17868,16432,양곡시장,co
20210928,깻잎,하,13725,0,13725,3 kg상자,8800,15200,0,15164,13725,양곡시장,co
20210928,메론 머스크,특,32000,0,32000,8 kg상자,32000,32000,0,34333,32000,양곡시장,co
20210928,메론 머스크,상,29500,0,29500,8 kg상자,27000,32000,0,32590,29500,양곡시장,co
20210928,메론 머스크,보통,22194,0,22194,8 kg상자,13500,27000,0,19987,22194,양곡시장,co
20210928,메론 머스크,하,11774,0,11774,8 kg상자,11000,13500,0,12738,11774,양곡시장,co
20210929,깻잎,상,26440,0,26440,100 속,23500,36500,0,27885,26440,가락시장,co
20210929,깻잎,보통,19071,0,19071,100 속,16000,23500,0,20262,19071,가락시장,co
20210929,깻잎,하,13247,0,13247,100 속,3000,16000,0,11648,13247,가락시장,co
20210929,메론 머스크,특,6500,0,6500,5 kg상자,6500,6500,0,7000,6500,가락시장,co
20210929,메론 머스크,상,5009,0,5009,5 kg상자,5000,6500,0,6865,5009,가락시장,co
20210929,메론 머스크,보통,3598,0,3598,5 kg상자,3000,5000,0,5460,3598,가락시장,co
20210929,메론 머스크,하,3000,0,3000,5 kg상자,3000,3000,0,4643,3000,가락시장,co
20210929,메론 머스크,특,37029,0,37029,8 kg상자,35000,41000,0,43492,37029,가락시장,co
20210929,메론 머스크,상,30155,0,30155,8 kg상자,28000,35000,0,36528,30155,가락시장,co
20210929,메론 머스크,보통,22781,0,22781,8 kg상자,16000,28000,0,28640,22781,가락시장,co
20210929,메론 머스크,하,12847,0,12847,8 kg상자,5000,16000,0,15745,12847,가락시장,co
20210929,당근,특,31000,0,31000,20 kg상자,31000,31000,0,36077,31000,가락시장,co
20210929,당근,상,26974,0,26974,20 kg상자,24000,31000,0,32228,26974,가락시장,co
20210929,당근,보통,22489,0,22489,20 kg상자,20000,24000,0,26204,22489,가락시장,co
20210929,당근,하,15200,0,15200,20 kg상자,11000,20000,0,16705,15200,가락시장,co
20210929,포도 샤인머스켓,특,24957,0,24957,2 kg상자,22000,31000,0,29294,24957,가락시장,co
20210929,포도 샤인머스켓,상,18600,0,18600,2 kg상자,17000,22000,0,21744,18600,가락시장,co
20210929,포도 샤인머스켓,보통,14281,0,14281,2 kg상자,12000,17000,0,17155,14281,가락시장,co
20210929,포도 샤인머스켓,하,9415,0,9415,2 kg상자,5000,12000,0,12327,9415,가락시장,co
20210929,활 방어(자연),대,2449,0,2449,1 kg,1200,6000,0,8362,2449,가락시장,co
20210929,활 방어(자연),중,822,0,822,1 kg,500,1200,0,6419,822,가락시장,co
20210929,활 방어(자연),소,423,0,423,1 kg,300,500,0,4601,423,가락시장,co
20210929,깻잎,상,21763,0,21763,2 kg상자,21500,22500,0,23228,21763,양곡시장,co
20210929,깻잎,보통,18346,0,18346,2 kg상자,15000,21500,0,18618,18346,양곡시장,co
20210929,깻잎,하,12923,0,12923,2 kg상자,12000,15000,0,14301,12923,양곡시장,co
20210929,깻잎,상,21115,0,21115,3 kg상자,18000,24500,0,20340,21115,양곡시장,co
20210929,깻잎,보통,15873,0,15873,3 kg상자,14000,18000,0,17509,15873,양곡시장,co
20210929,깻잎,하,13014,0,13014,3 kg상자,8000,14000,0,14805,13014,양곡시장,co
20210929,메론 머스크,특,29000,0,29000,8 kg상자,29000,29000,0,33750,29000,양곡시장,co
20210929,메론 머스크,상,28357,0,28357,8 kg상자,26000,29000,0,31818,28357,양곡시장,co
20210929,메론 머스크,보통,23183,0,23183,8 kg상자,11000,26000,0,20539,23183,양곡시장,co
20210929,메론 머스크,하,9357,0,9357,8 kg상자,5000,11000,0,12497,9357,양곡시장,co
20210930,깻잎,상,20060,0,20060,100 속,16500,37500,0,27596,20060,가락시장,co
20210930,깻잎,보통,14000,0,14000,100 속,11500,16500,0,20024,14000,가락시장,co
20210930,깻잎,하,9084,0,9084,100 속,2000,11500,0,11968,9084,가락시장,co
20210930,메론 머스크,특,6500,0,6500,5 kg상자,6500,6500,0,6900,6500,가락시장,co
20210930,메론 머스크,상,5009,0,5009,5 kg상자,5000,6500,0,6494,5009,가락시장,co
20210930,메론 머스크,보통,3598,0,3598,5 kg상자,3000,5000,0,5088,3598,가락시장,co
20210930,메론 머스크,하,3000,0,3000,5 kg상자,3000,3000,0,4314,3000,가락시장,co
20210930,메론 머스크,특,38331,0,38331,8 kg상자,32000,43000,0,42200,38331,가락시장,co
20210930,메론 머스크,상,30284,0,30284,8 kg상자,27000,32000,0,35254,30284,가락시장,co
20210930,메론 머스크,보통,22743,0,22743,8 kg상자,17000,27000,0,27468,22743,가락시장,co
20210930,메론 머스크,하,13327,0,13327,8 kg상자,5000,17000,0,15165,13327,가락시장,co
20210930,당근,특,30628,0,30628,20 kg상자,30500,31000,0,35061,30628,가락시장,co
20210930,당근,상,27480,0,27480,20 kg상자,24000,30500,0,31177,27480,가락시장,co
20210930,당근,보통,20630,0,20630,20 kg상자,17000,24000,0,25461,20630,가락시장,co
20210930,당근,하,13877,0,13877,20 kg상자,10000,17000,0,16404,13877,가락시장,co
20210930,포도 샤인머스켓,특,23183,0,23183,2 kg상자,21000,27000,0,28426,23183,가락시장,co
20210930,포도 샤인머스켓,상,17775,0,17775,2 kg상자,16000,21000,0,21115,17775,가락시장,co
20210930,포도 샤인머스켓,보통,14507,0,14507,2 kg상자,12000,16000,0,16580,14507,가락시장,co
20210930,포도 샤인머스켓,하,10557,0,10557,2 kg상자,5500,12000,0,11745,10557,가락시장,co
20210930,활 방어(자연),대,2748,0,2748,1 kg,1700,5400,0,7179,2748,가락시장,co
20210930,활 방어(자연),중,1383,0,1383,1 kg,500,1700,0,5300,1383,가락시장,co
20210930,활 방어(자연),소,401,0,401,1 kg,300,500,0,3765,401,가락시장,co
20210930,깻잎,상,17586,0,17586,2 kg상자,17000,18000,0,22935,17586,양곡시장,co
20210930,깻잎,보통,14728,0,14728,2 kg상자,13000,17000,0,18564,14728,양곡시장,co
20210930,깻잎,하,10724,0,10724,2 kg상자,9000,13000,0,14025,10724,양곡시장,co
20210930,깻잎,상,13837,0,13837,3 kg상자,13000,16000,0,20495,13837,양곡시장,co
20210930,깻잎,보통,12218,0,12218,3 kg상자,11200,13000,0,17182,12218,양곡시장,co
20210930,깻잎,하,10289,0,10289,3 kg상자,7500,11200,0,14446,10289,양곡시장,co
20210930,메론 머스크,특,29000,0,29000,8 kg상자,29000,29000,0,32800,29000,양곡시장,co
20210930,메론 머스크,상,28357,0,28357,8 kg상자,26000,29000,0,31126,28357,양곡시장,co
20210930,메론 머스크,보통,23183,0,23183,8 kg상자,11000,26000,0,21067,23183,양곡시장,co
20210930,메론 머스크,하,9357,0,9357,8 kg상자,5000,11000,0,11869,9357,양곡시장,co
20211001,깻잎,상,18643,0,18643,100 속,15500,32500,0,26340,18643,가락시장,co
20211001,깻잎,보통,12566,0,12566,100 속,10000,15500,0,19020,12566,가락시장,co
20211001,깻잎,하,7920,0,7920,100 속,1000,10000,0,11487,7920,가락시장,co
20211001,메론 머스크,특,6500,0,6500,5 kg상자,6500,6500,0,6833,6500,가락시장,co
20211001,메론 머스크,상,5009,0,5009,5 kg상자,5000,6500,0,6246,5009,가락시장,co
20211001,메론 머스크,보통,3598,0,3598,5 kg상자,3000,5000,0,4839,3598,가락시장,co
20211001,메론 머스크,하,3000,0,3000,5 kg상자,3000,3000,0,4095,3000,가락시장,co
20211001,메론 머스크,특,41364,0,41364,8 kg상자,38000,48000,0,41555,41364,가락시장,co
20211001,메론 머스크,상,30314,0,30314,8 kg상자,28000,38000,0,34425,30314,가락시장,co
20211001,메론 머스크,보통,24390,0,24390,8 kg상자,19500,28000,0,26681,24390,가락시장,co
20211001,메론 머스크,하,13862,0,13862,8 kg상자,5000,19500,0,14859,13862,가락시장,co
20211001,당근,특,29576,0,29576,20 kg상자,28000,30000,0,34323,29576,가락시장,co
20211001,당근,상,25185,0,25185,20 kg상자,23000,28000,0,30561,25185,가락시장,co
20211001,당근,보통,19492,0,19492,20 kg상자,18000,23000,0,24656,19492,가락시장,co
20211001,당근,하,14871,0,14871,20 kg상자,10000,18000,0,15983,14871,가락시장,co
20211001,포도 샤인머스켓,특,25842,0,25842,2 kg상자,23000,35000,0,27553,25842,가락시장,co
20211001,포도 샤인머스켓,상,18853,0,18853,2 kg상자,17000,23000,0,20558,18853,가락시장,co
20211001,포도 샤인머스켓,보통,15241,0,15241,2 kg상자,13000,17000,0,16235,15241,가락시장,co
20211001,포도 샤인머스켓,하,10488,0,10488,2 kg상자,5000,13000,0,11547,10488,가락시장,co
20211001,활 방어(자연),대,3335,0,3335,1 kg,2300,8800,0,6441,3335,가락시장,co
20211001,활 방어(자연),중,2081,0,2081,1 kg,1500,2300,0,4647,2081,가락시장,co
20211001,활 방어(자연),소,1042,0,1042,1 kg,400,1500,0,3205,1042,가락시장,co
20211001,깻잎,상,16958,0,16958,2 kg상자,16500,17500,0,22043,16958,양곡시장,co
20211001,깻잎,보통,14732,0,14732,2 kg상자,14000,16500,0,17925,14732,양곡시장,co
20211001,깻잎,하,10278,0,10278,2 kg상자,10000,14000,0,13475,10278,양곡시장,co
20211001,깻잎,상,15114,0,15114,3 kg상자,14000,17000,0,19385,15114,양곡시장,co
20211001,깻잎,보통,12991,0,12991,3 kg상자,12000,14000,0,16354,12991,양곡시장,co
20211001,깻잎,하,10665,0,10665,3 kg상자,4000,12000,0,13754,10665,양곡시장,co
20211001,메론 머스크,특,29000,0,29000,8 kg상자,29000,29000,0,32167,29000,양곡시장,co
20211001,메론 머스크,상,28357,0,28357,8 kg상자,26000,29000,0,30664,28357,양곡시장,co
20211001,메론 머스크,보통,23183,0,23183,8 kg상자,11000,26000,0,21420,23183,양곡시장,co
20211001,메론 머스크,하,9357,0,9357,8 kg상자,5000,11000,0,11450,9357,양곡시장,co
20211002,깻잎,상,21147,0,21147,100 속,17500,36500,0,25318,21147,가락시장,co
20211002,깻잎,보통,14153,0,14153,100 속,11500,17500,0,18296,14153,가락시장,co
20211002,깻잎,하,8762,0,8762,100 속,1000,11500,0,11310,8762,가락시장,co
20211002,메론 머스크,특,6500,0,6500,5 kg상자,6500,6500,0,6750,6500,가락시장,co
20211002,메론 머스크,상,5009,0,5009,5 kg상자,5000,6500,0,5937,5009,가락시장,co
20211002,메론 머스크,보통,3598,0,3598,5 kg상자,3000,5000,0,4529,3598,가락시장,co
20211002,메론 머스크,하,3000,0,3000,5 kg상자,3000,3000,0,3822,3000,가락시장,co
20211002,메론 머스크,특,38138,0,38138,8 kg상자,35000,42000,0,40874,38138,가락시장,co
20211002,메론 머스크,상,28501,0,28501,8 kg상자,26000,35000,0,33085,28501,가락시장,co
20211002,메론 머스크,보통,22735,0,22735,8 kg상자,18000,26000,0,25874,22735,가락시장,co
20211002,메론 머스크,하,13221,0,13221,8 kg상자,6000,18000,0,14972,13221,가락시장,co
20211002,당근,특,29576,0,29576,20 kg상자,28000,30000,0,32985,29576,가락시장,co
20211002,당근,상,25185,0,25185,20 kg상자,23000,28000,0,29254,25185,가락시장,co
20211002,당근,보통,19492,0,19492,20 kg상자,18000,23000,0,23326,19492,가락시장,co
20211002,당근,하,14871,0,14871,20 kg상자,10000,18000,0,15498,14871,가락시장,co
20211002,포도 샤인머스켓,특,24192,0,24192,2 kg상자,23000,26000,0,26612,24192,가락시장,co
20211002,포도 샤인머스켓,상,19464,0,19464,2 kg상자,18000,23000,0,19641,19464,가락시장,co
20211002,포도 샤인머스켓,보통,15750,0,15750,2 kg상자,13000,18000,0,15587,15750,가락시장,co
20211002,포도 샤인머스켓,하,11264,0,11264,2 kg상자,5000,13000,0,11172,11264,가락시장,co
20211002,활 방어(자연),대,6578,0,6578,1 kg,6500,7000,0,5546,6578,가락시장,co
20211002,활 방어(자연),중,5780,0,5780,1 kg,5000,6500,0,3544,5780,가락시장,co
20211002,활 방어(자연),소,5000,0,5000,1 kg,5000,5000,0,2028,5000,가락시장,co
20211002,깻잎,상,14443,0,14443,2 kg상자,13500,17500,0,20142,14443,양곡시장,co
20211002,깻잎,보통,12514,0,12514,2 kg상자,12000,13500,0,16139,12514,양곡시장,co
20211002,깻잎,하,11171,0,11171,2 kg상자,11000,12000,0,12537,11171,양곡시장,co
20211002,깻잎,상,15000,0,15000,3 kg상자,14000,16000,0,17911,15000,양곡시장,co
20211002,깻잎,보통,13030,0,13030,3 kg상자,11500,14000,0,15167,13030,양곡시장,co
20211002,깻잎,하,9841,0,9841,3 kg상자,7700,11500,0,12634,9841,양곡시장,co
20211002,메론 머스크,특,29000,0,29000,8 kg상자,29000,29000,0,30333,29000,양곡시장,co
20211002,메론 머스크,상,28357,0,28357,8 kg상자,26000,29000,0,29179,28357,양곡시장,co
20211002,메론 머스크,보통,23183,0,23183,8 kg상자,11000,26000,0,23115,23183,양곡시장,co
20211002,메론 머스크,하,9357,0,9357,8 kg상자,5000,11000,0,11343,9357,양곡시장,co
20211004,깻잎,상,22078,0,22078,100 속,18500,35500,0,24803,22078,가락시장,co
20211004,깻잎,보통,15622,0,15622,100 속,12500,18500,0,17828,15622,가락시장,co
20211004,깻잎,하,10333,0,10333,100 속,3000,12500,0,11138,10333,가락시장,co
20211004,메론 머스크,특,6500,0,6500,5 kg상자,6500,6500,0,6667,6500,가락시장,co
20211004,메론 머스크,상,5009,0,5009,5 kg상자,5000,6500,0,5628,5009,가락시장,co
20211004,메론 머스크,보통,3598,0,3598,5 kg상자,3000,5000,0,4219,3598,가락시장,co
20211004,메론 머스크,하,3000,0,3000,5 kg상자,3000,3000,0,3548,3000,가락시장,co
20211004,메론 머스크,특,37854,0,37854,8 kg상자,36000,40000,0,39267,37854,가락시장,co
20211004,메론 머스크,상,33349,0,33349,8 kg상자,32000,36000,0,30993,33349,가락시장,co
20211004,메론 머스크,보통,27275,0,27275,8 kg상자,22000,32000,0,23942,27275,가락시장,co
20211004,메론 머스크,하,15415,0,15415,8 kg상자,5000,22000,0,13950,15415,가락시장,co
20211004,당근,특,29466,0,29466,20 kg상자,27500,30000,0,31581,29466,가락시장,co
20211004,당근,상,24626,0,24626,20 kg상자,21000,27500,0,27783,24626,가락시장,co
20211004,당근,보통,17563,0,17563,20 kg상자,13000,21000,0,21887,17563,가락시장,co
20211004,당근,하,11611,0,11611,20 kg상자,9000,13000,0,14736,11611,가락시장,co
20211004,포도 샤인머스켓,특,24226,0,24226,2 kg상자,23000,28000,0,25259,24226,가락시장,co
20211004,포도 샤인머스켓,상,20582,0,20582,2 kg상자,19000,23000,0,19051,20582,가락시장,co
20211004,포도 샤인머스켓,보통,16761,0,16761,2 kg상자,14000,19000,0,15286,16761,가락시장,co
20211004,포도 샤인머스켓,하,12394,0,12394,2 kg상자,4000,14000,0,10968,12394,가락시장,co
20211004,활 방어(자연),대,6459,0,6459,1 kg,5000,8000,0,5309,6459,가락시장,co
20211004,활 방어(자연),중,4466,0,4466,1 kg,3700,5000,0,3174,4466,가락시장,co
20211004,활 방어(자연),소,2771,0,2771,1 kg,1700,3700,0,1708,2771,가락시장,co
20211004,깻잎,상,16012,0,16012,2 kg상자,15000,16500,0,18491,16012,양곡시장,co
20211004,깻잎,보통,13759,0,13759,2 kg상자,13000,15000,0,15602,13759,양곡시장,co
20211004,깻잎,하,11319,0,11319,2 kg상자,10000,13000,0,12008,11319,양곡시장,co
20211004,깻잎,상,14973,0,14973,3 kg상자,14300,17700,0,17154,14973,양곡시장,co
20211004,깻잎,보통,13458,0,13458,3 kg상자,11700,14300,0,14532,13458,양곡시장,co
20211004,깻잎,하,9789,0,9789,3 kg상자,6000,11700,0,11923,9789,양곡시장,co
20211004,메론 머스크,특,29000,0,29000,8 kg상자,29000,29000,0,30000,29000,양곡시장,co
20211004,메론 머스크,상,28357,0,28357,8 kg상자,26000,29000,0,28738,28357,양곡시장,co
20211004,메론 머스크,보통,23183,0,23183,8 kg상자,11000,26000,0,22853,23183,양곡시장,co
20211004,메론 머스크,하,9357,0,9357,8 kg상자,5000,11000,0,10163,9357,양곡시장,co
20211005,깻잎,상,23873,0,23873,100 속,21500,35500,0,23950,23873,가락시장,co
20211005,깻잎,보통,17617,0,17617,100 속,14500,21500,0,17157,17617,가락시장,co
20211005,깻잎,하,11190,0,11190,100 속,4000,14500,0,10865,11190,가락시장,co
20211005,메론 머스크,특,6500,0,6500,5 kg상자,6500,6500,0,6583,6500,가락시장,co
20211005,메론 머스크,상,5009,0,5009,5 kg상자,5000,6500,0,5318,5009,가락시장,co
20211005,메론 머스크,보통,3598,0,3598,5 kg상자,3000,5000,0,3908,3598,가락시장,co
20211005,메론 머스크,하,3000,0,3000,5 kg상자,3000,3000,0,3274,3000,가락시장,co
20211005,메론 머스크,특,36634,0,36634,8 kg상자,36000,41000,0,38638,36634,가락시장,co
20211005,메론 머스크,상,32262,0,32262,8 kg상자,30000,36000,0,30828,32262,가락시장,co
20211005,메론 머스크,보통,25204,0,25204,8 kg상자,17000,30000,0,24099,25204,가락시장,co
20211005,메론 머스크,하,13142,0,13142,8 kg상자,7000,17000,0,13728,13142,가락시장,co
20211005,당근,특,31482,0,31482,20 kg상자,29500,32000,0,30242,31482,가락시장,co
20211005,당근,상,26866,0,26866,20 kg상자,23500,29500,0,26146,26866,가락시장,co
20211005,당근,보통,18784,0,18784,20 kg상자,14000,23500,0,20286,18784,가락시장,co
20211005,당근,하,12012,0,12012,20 kg상자,9000,14000,0,14048,12012,가락시장,co
20211005,포도 샤인머스켓,특,24421,0,24421,2 kg상자,22000,35000,0,24815,24421,가락시장,co
20211005,포도 샤인머스켓,상,19726,0,19726,2 kg상자,18000,22000,0,19093,19726,가락시장,co
20211005,포도 샤인머스켓,보통,16133,0,16133,2 kg상자,14000,18000,0,15351,16133,가락시장,co
20211005,포도 샤인머스켓,하,12248,0,12248,2 kg상자,7000,14000,0,11015,12248,가락시장,co
20211005,활 방어(자연),대,6695,0,6695,1 kg,5000,9000,0,4954,6695,가락시장,co
20211005,활 방어(자연),중,3131,0,3131,1 kg,350,5000,0,3079,3131,가락시장,co
20211005,활 방어(자연),소,314,0,314,1 kg,200,350,0,1920,314,가락시장,co
20211005,깻잎,상,15750,0,15750,2 kg상자,15000,16500,0,17887,15750,양곡시장,co
20211005,깻잎,보통,12890,0,12890,2 kg상자,12000,15000,0,15263,12890,양곡시장,co
20211005,깻잎,하,10433,0,10433,2 kg상자,9000,12000,0,11967,10433,양곡시장,co
20211005,깻잎,상,15646,0,15646,3 kg상자,14500,17000,0,16483,15646,양곡시장,co
20211005,깻잎,보통,12776,0,12776,3 kg상자,11800,14500,0,14000,12776,양곡시장,co
20211005,깻잎,하,9971,0,9971,3 kg상자,3300,11800,0,11221,9971,양곡시장,co
20211005,메론 머스크,특,29000,0,29000,8 kg상자,29000,29000,0,29500,29000,양곡시장,co
20211005,메론 머스크,상,28357,0,28357,8 kg상자,26000,29000,0,28548,28357,양곡시장,co
20211005,메론 머스크,보통,23183,0,23183,8 kg상자,11000,26000,0,23018,23183,양곡시장,co
20211005,메론 머스크,하,9357,0,9357,8 kg상자,5000,11000,0,9760,9357,양곡시장,co
20211006,깻잎,상,24717,0,24717,100 속,22500,34500,0,22040,24717,가락시장,co
20211006,깻잎,보통,18419,0,18419,100 속,14500,22500,0,15505,18419,가락시장,co
20211006,깻잎,하,11920,0,11920,100 속,4500,14500,0,10089,11920,가락시장,co
20211006,메론 머스크,특,6500,0,6500,5 kg상자,6500,6500,0,6500,6500,가락시장,co
20211006,메론 머스크,상,5009,0,5009,5 kg상자,5000,6500,0,5009,5009,가락시장,co
20211006,메론 머스크,보통,3598,0,3598,5 kg상자,3000,5000,0,3598,3598,가락시장,co
20211006,메론 머스크,하,3000,0,3000,5 kg상자,3000,3000,0,3000,3000,가락시장,co
20211006,메론 머스크,특,38049,0,38049,8 kg상자,37000,39000,0,38225,38049,가락시장,co
20211006,메론 머스크,상,34012,0,34012,8 kg상자,33000,37000,0,30811,34012,가락시장,co
20211006,메론 머스크,보통,28702,0,28702,8 kg상자,24000,33000,0,24188,28702,가락시장,co
20211006,메론 머스크,하,16925,0,16925,8 kg상자,7000,24000,0,13636,16925,가락시장,co
20211006,당근,특,30000,0,30000,20 kg상자,30000,30000,0,30288,30000,가락시장,co
20211006,당근,상,25780,0,25780,20 kg상자,22500,30000,0,26053,25780,가락시장,co
20211006,당근,보통,19943,0,19943,20 kg상자,14000,22500,0,19742,19943,가락시장,co
20211006,당근,하,12814,0,12814,20 kg상자,10000,14000,0,13740,12814,가락시장,co
20211006,포도 샤인머스켓,특,23603,0,23603,2 kg상자,22000,30000,0,24470,23603,가락시장,co
20211006,포도 샤인머스켓,상,19265,0,19265,2 kg상자,17500,22000,0,19167,19265,가락시장,co
20211006,포도 샤인머스켓,보통,15467,0,15467,2 kg상자,13000,17500,0,15446,15467,가락시장,co
20211006,포도 샤인머스켓,하,12035,0,12035,2 kg상자,5000,13000,0,11061,12035,가락시장,co
20211006,활 방어(자연),대,6900,0,6900,1 kg,6200,8000,0,4711,6900,가락시장,co
20211006,활 방어(자연),중,5461,0,5461,1 kg,4500,6200,0,2944,5461,가락시장,co
20211006,활 방어(자연),소,3012,0,3012,1 kg,2000,4500,0,1659,3012,가락시장,co
20211006,깻잎,상,15234,0,15234,2 kg상자,15000,15500,0,17085,15234,양곡시장,co
20211006,깻잎,보통,13963,0,13963,2 kg상자,13000,15000,0,14495,13963,양곡시장,co
20211006,깻잎,하,10415,0,10415,2 kg상자,8000,13000,0,11141,10415,양곡시장,co
20211006,깻잎,상,15904,0,15904,3 kg상자,14000,18000,0,15948,15904,양곡시장,co
20211006,깻잎,보통,12747,0,12747,3 kg상자,11500,14000,0,13391,12747,양곡시장,co
20211006,깻잎,하,9508,0,9508,3 kg상자,5500,11500,0,10595,9508,양곡시장,co
20211006,메론 머스크,특,29000,0,29000,8 kg상자,29000,29000,0,29000,29000,양곡시장,co
20211006,메론 머스크,상,28357,0,28357,8 kg상자,26000,29000,0,28357,28357,양곡시장,co
20211006,메론 머스크,보통,23183,0,23183,8 kg상자,11000,26000,0,23183,23183,양곡시장,co
20211006,메론 머스크,하,9357,0,9357,8 kg상자,5000,11000,0,9357,9357,양곡시장,co
20211007,깻잎,상,25226,0,25226,100 속,22500,29500,0,21753,25226,가락시장,co
20211007,깻잎,보통,19148,0,19148,100 속,16500,22500,0,15396,19148,가락시장,co
20211007,깻잎,하,13423,0,13423,100 속,5000,16500,0,9868,13423,가락시장,co
20211007,메론 머스크,특,6500,0,6500,5 kg상자,6500,6500,0,6500,6500,가락시장,co
20211007,메론 머스크,상,5009,0,5009,5 kg상자,5000,6500,0,5009,5009,가락시장,co
20211007,메론 머스크,보통,3598,0,3598,5 kg상자,3000,5000,0,3598,3598,가락시장,co
20211007,메론 머스크,하,3000,0,3000,5 kg상자,3000,3000,0,3000,3000,가락시장,co
20211007,메론 머스크,특,37067,0,37067,8 kg상자,34000,42000,0,38395,37067,가락시장,co
20211007,메론 머스크,상,32124,0,32124,8 kg상자,31000,34000,0,31454,32124,가락시장,co
20211007,메론 머스크,보통,25900,0,25900,8 kg상자,18000,31000,0,25175,25900,가락시장,co
